zooniverse_id,survey_id,Table,RA,DEC,Z_BEST,GZ_MU_I,imaging,correction_type,total_count,total_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased_fraction,t01_smooth_or_features_a01_smooth_lower_limit,t01_smooth_or_features_a01_smooth_upper_limit,t01_smooth_or_features_a01_smooth_best_fraction,t01_smooth_or_features_a01_smooth_flag,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased_fraction,t01_smooth_or_features_a02_features_or_disk_lower_limit,t01_smooth_or_features_a02_features_or_disk_upper_limit,t01_smooth_or_features_a02_features_or_disk_best_fraction,t01_smooth_or_features_a02_features_or_disk_flag,t01_smooth_or_features_a03_star_or_artifact_fraction,t01_smooth_or_features_a03_star_or_artifact_weighted_fraction,t01_smooth_or_features_a03_star_or_artifact_flag,t01_smooth_or_features_total_count,t01_smooth_or_features_total_weight,t02_edgeon_a01_yes_fraction,t02_edgeon_a01_yes_weighted_fraction,t02_edgeon_a02_no_fraction,t02_edgeon_a02_no_weighted_fraction,t02_edgeon_total_count,t02_edgeon_total_weight,t03_bar_a01_bar_fraction,t03_bar_a01_bar_weighted_fraction,t03_bar_a02_no_bar_fraction,t03_bar_a02_no_bar_weighted_fraction,t03_bar_total_count,t03_bar_total_weight,t04_spiral_a01_spiral_fraction,t04_spiral_a01_spiral_weighted_fraction,t04_spiral_a02_no_spiral_fraction,t04_spiral_a02_no_spiral_weighted_fraction,t04_spiral_total_count,t04_spiral_total_weight,t05_bulge_prominence_a01_no_bulge_fraction,t05_bulge_prominence_a01_no_bulge_weighted_fraction,t05_bulge_prominence_a02_just_noticeable_fraction,t05_bulge_prominence_a02_just_noticeable_weighted_fraction,t05_bulge_prominence_a03_obvious_fraction,t05_bulge_prominence_a03_obvious_weighted_fraction,t05_bulge_prominence_a04_dominant_fraction,t05_bulge_prominence_a04_dominant_weighted_fraction,t05_bulge_prominence_total_count,t05_bulge_prominence_total_weight,t06_odd_a01_yes_fraction,t06_odd_a01_yes_weighted_fraction,t06_odd_a02_no_fraction,t06_odd_a02_no_weighted_fraction,t06_odd_total_count,t06_odd_total_weight,t07_rounded_a01_completely_round_fraction,t07_rounded_a01_completely_round_weighted_fraction,t07_rounded_a02_in_between_fraction,t07_rounded_a02_in_between_weighted_fraction,t07_rounded_a03_cigar_shaped_fraction,t07_rounded_a03_cigar_shaped_weighted_fraction,t07_rounded_total_count,t07_rounded_total_weight,t08_odd_feature_a01_ring_fraction,t08_odd_feature_a01_ring_weighted_fraction,t08_odd_feature_a02_lens_or_arc_fraction,t08_odd_feature_a02_lens_or_arc_weighted_fraction,t08_odd_feature_a03_disturbed_fraction,t08_odd_feature_a03_disturbed_weighted_fraction,t08_odd_feature_a04_irregular_fraction,t08_odd_feature_a04_irregular_weighted_fraction,t08_odd_feature_a05_other_fraction,t08_odd_feature_a05_other_weighted_fraction,t08_odd_feature_a06_merger_fraction,t08_odd_feature_a06_merger_weighted_fraction,t08_odd_feature_a07_dust_lane_fraction,t08_odd_feature_a07_dust_lane_weighted_fraction,t08_odd_feature_total_count,t08_odd_feature_total_weight,t09_bulge_shape_a01_rounded_fraction,t09_bulge_shape_a01_rounded_weighted_fraction,t09_bulge_shape_a02_boxy_fraction,t09_bulge_shape_a02_boxy_weighted_fraction,t09_bulge_shape_a03_no_bulge_fraction,t09_bulge_shape_a03_no_bulge_weighted_fraction,t09_bulge_shape_total_count,t09_bulge_shape_total_weight,t10_arms_winding_a01_tight_fraction,t10_arms_winding_a01_tight_weighted_fraction,t10_arms_winding_a02_medium_fraction,t10_arms_winding_a02_medium_weighted_fraction,t10_arms_winding_a03_loose_fraction,t10_arms_winding_a03_loose_weighted_fraction,t10_arms_winding_total_count,t10_arms_winding_total_weight,t11_arms_number_a01_1_fraction,t11_arms_number_a01_1_weighted_fraction,t11_arms_number_a02_2_fraction,t11_arms_number_a02_2_weighted_fraction,t11_arms_number_a03_3_fraction,t11_arms_number_a03_3_weighted_fraction,t11_arms_number_a04_4_fraction,t11_arms_number_a04_4_weighted_fraction,t11_arms_number_a05_more_than_4_fraction,t11_arms_number_a05_more_than_4_weighted_fraction,t11_arms_number_a06_cant_tell_fraction,t11_arms_number_a06_cant_tell_weighted_fraction,t11_arms_number_total_count,t11_arms_number_total_weight,t12_clumpy_a01_yes_fraction,t12_clumpy_a01_yes_weighted_fraction,t12_clumpy_a02_no_fraction,t12_clumpy_a02_no_weighted_fraction,t12_clumpy_total_count,t12_clumpy_total_weight,t13_bright_clump_a01_yes_fraction,t13_bright_clump_a01_yes_weighted_fraction,t13_bright_clump_a02_no_fraction,t13_bright_clump_a02_no_weighted_fraction,t13_bright_clump_total_count,t13_bright_clump_total_weight,t14_bright_clump_central_a01_yes_fraction,t14_bright_clump_central_a01_yes_weighted_fraction,t14_bright_clump_central_a02_no_fraction,t14_bright_clump_central_a02_no_weighted_fraction,t14_bright_clump_central_total_count,t14_bright_clump_central_total_weight,t15_clumps_arrangement_a01_line_fraction,t15_clumps_arrangement_a01_line_weighted_fraction,t15_clumps_arrangement_a02_chain_fraction,t15_clumps_arrangement_a02_chain_weighted_fraction,t15_clumps_arrangement_a03_cluster_fraction,t15_clumps_arrangement_a03_cluster_weighted_fraction,t15_clumps_arrangement_a04_spiral_fraction,t15_clumps_arrangement_a04_spiral_weighted_fraction,t15_clumps_arrangement_total_count,t15_clumps_arrangement_total_weight,t16_clumps_count_a02_2_fraction,t16_clumps_count_a02_2_weighted_fraction,t16_clumps_count_a03_3_fraction,t16_clumps_count_a03_3_weighted_fraction,t16_clumps_count_a04_4_fraction,t16_clumps_count_a04_4_weighted_fraction,t16_clumps_count_a05_more_than_4_fraction,t16_clumps_count_a05_more_than_4_weighted_fraction,t16_clumps_count_a06_cant_tell_fraction,t16_clumps_count_a06_cant_tell_weighted_fraction,t16_clumps_count_a01_1_fraction,t16_clumps_count_a01_1_weighted_fraction,t16_clumps_count_total_count,t16_clumps_count_total_weight,t17_clumps_symmetrical_a01_yes_fraction,t17_clumps_symmetrical_a01_yes_weighted_fraction,t17_clumps_symmetrical_a02_no_fraction,t17_clumps_symmetrical_a02_no_weighted_fraction,t17_clumps_symmetrical_total_count,t17_clumps_symmetrical_total_weight,t18_clumps_embedded_a01_yes_fraction,t18_clumps_embedded_a01_yes_weighted_fraction,t18_clumps_embedded_a02_no_fraction,t18_clumps_embedded_a02_no_weighted_fraction,t18_clumps_embedded_total_count,t18_clumps_embedded_total_weight
AHZF000001,20000002,faded,150.7431405,1.6196035,0.8859999775886536,20.850007027156774,COSMOS,1.0,160,157.016,0.708,0.755,0.29401844910170616,0.4503508586787939,0.8310162617936121,0.7549999952316284,false,0.146,0.156,0.6169815493485731,0.07998373665666716,0.46064913977148536,0.15600000321865082,false,0.146,0.089,false,48,45.016,0.333,0.333,0.667,0.667,3,3.0,0.0,0.0,1.0,1.0,2,2.0,0.0,0.0,1.0,1.0,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.171,0.171,0.829,0.829,41,41.0,0.0,0.0,0.029,0.029,0.971,0.971,34,34.0,0.0,0.0,0.0,0.0,0.286,0.286,0.143,0.143,0.429,0.429,0.143,0.143,0.0,0.0,7,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.571,0.571,0.429,0.429,7,7.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,4,4.0,0.25,0.25,0.75,0.75,4,4.0,1.0,1.0,0.0,0.0,4,4.0
AHZF000003,20000004,faded,150.743996,1.6161686,0.9869999885559082,20.73226328505638,COSMOS,0.0,301,286.641,0.367,0.379,0.13639762454426585,0.16107620606208561,0.28918415753376947,0.13639762454426585,false,0.571,0.596,0.8396023752471179,0.6868158422576143,0.8149237937292981,0.8396023752471179,true,0.061,0.024,false,49,45.274002,0.0,0.0,1.0,1.0,4,4.0,0.286,0.286,0.714,0.714,7,7.0,0.25,0.25,0.75,0.75,4,4.0,0.714,0.714,0.286,0.286,0.0,0.0,0.0,0.0,7,7.0,0.457,0.453,0.543,0.547,46,44.173,0.111,0.068,0.889,0.932,0.0,0.0,18,17.17,0.0,0.0,0.0,0.0,0.19,0.2,0.524,0.55,0.19,0.2,0.095,0.05,0.0,0.0,21,20.003,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.25,0.5,0.5,0.25,0.25,4,4.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,4,4.0,0.857,0.852,0.143,0.148,28,27.003,0.429,0.4,0.571,0.6,21,20.003,0.222,0.25,0.778,0.75,9,8.003,0.077,0.083,0.231,0.167,0.462,0.5,0.231,0.25,13,12.003,0.458,0.478,0.292,0.304,0.0,0.0,0.125,0.087,0.125,0.13,0.0,0.0,24,23.003,0.19,0.15,0.81,0.85,21,20.003,0.81,0.85,0.19,0.15,21,20.003
AHZF000004,20000006,faded,150.7284303,1.614795,1.0110000371932983,21.435606744146156,COSMOS,3.0,319,318.007,0.265,0.271,0.03794563254081784,0.030080483384854695,0.12498279274718838,0.2709999978542328,false,0.612,0.625,0.858054365313415,0.7710172051070444,0.8659195144693781,0.625,false,0.122,0.104,false,49,48.007,0.0,0.0,1.0,1.0,8,8.0,0.083,0.083,0.917,0.917,12,12.0,0.75,0.75,0.25,0.25,8,8.0,0.333,0.333,0.5,0.5,0.167,0.167,0.0,0.0,12,12.0,0.581,0.581,0.419,0.419,43,43.0,0.154,0.154,0.846,0.846,0.0,0.0,13,13.0,0.0,0.0,0.0,0.0,0.2,0.2,0.56,0.56,0.04,0.04,0.12,0.12,0.08,0.08,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,0.3,0.3,0.3,0.4,0.4,10,10.0,0.7,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,0.733,0.733,0.267,0.267,30,30.0,0.333,0.333,0.667,0.667,18,18.0,0.0,0.0,1.0,1.0,6,6.0,0.0,0.0,0.471,0.471,0.294,0.294,0.235,0.235,17,17.0,0.227,0.227,0.182,0.182,0.227,0.227,0.136,0.136,0.227,0.227,0.0,0.0,22,22.0,0.167,0.167,0.833,0.833,18,18.0,0.833,0.833,0.167,0.167,18,18.0
AHZF00000z,20000102,faded,150.674909,1.6014251,0.8899999856948853,21.233016402704187,COSMOS,1.0,150,147.007,0.727,0.78,0.29555022903289685,0.42125078870240845,0.7965521576578183,0.7800000011920929,false,0.114,0.122,0.6064497735301029,0.10544784490518143,0.4807492138605913,0.12200000137090683,false,0.159,0.098,false,44,41.007,0.0,0.0,1.0,1.0,5,5.0,0.0,0.0,1.0,1.0,5,5.0,0.6,0.6,0.4,0.4,5,5.0,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,5,5.0,0.162,0.162,0.838,0.838,37,37.0,0.844,0.844,0.156,0.156,0.0,0.0,32,32.0,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.333,0.333,0.0,0.0,0.0,0.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,3,3.0,0.0,0.0,1.0,1.0,5,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
AHZF000010,20000104,faded,150.6819857,1.6011123,0.26499998569488525,20.670701563605533,COSMOS,2.0,164,161.658,0.811,0.849,0.8942788425483675,0.7504911147817066,0.8372704722175809,0.8489999994635582,true,0.057,0.059,0.01372115727281853,0.0707295276036052,0.1575088850394794,0.05900000035762787,false,0.132,0.092,false,53,50.658,0.0,0.0,1.0,1.0,2,2.0,0.0,0.0,1.0,1.0,2,2.0,0.0,0.0,1.0,1.0,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.085,0.085,0.915,0.915,47,47.0,0.0,0.0,0.767,0.767,0.233,0.233,43,43.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.25,0.25,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333,0.333,0.667,0.667,3,3.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1,1.0
AHZF000012,20000106,faded,150.6532946,1.6253657,0.48080000281333923,19.940819299089473,COSMOS,0.0,485,474.055,0.018,0.019,0.00710572932559228,0.09694571286177034,0.14148735130612233,0.00710572932559228,false,0.912,0.944,0.9558942701975706,0.8215126482170405,0.8660542866613925,0.9558942701975706,true,0.07,0.037,false,57,54.007,0.0,0.0,1.0,1.0,43,42.006,0.059,0.06,0.941,0.94,51,50.006,0.977,0.976,0.023,0.024,43,42.006,0.231,0.216,0.673,0.686,0.077,0.078,0.019,0.02,52,51.006,0.245,0.25,0.755,0.75,53,52.006,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.692,0.692,0.0,0.0,0.154,0.154,0.154,0.154,0.0,0.0,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.843,0.86,0.137,0.12,0.02,0.02,51,50.006,0.0,0.0,0.039,0.04,0.294,0.3,0.196,0.18,0.255,0.26,0.216,0.22,51,50.006,0.173,0.176,0.827,0.824,52,51.006,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.556,0.444,0.444,0.0,0.0,9,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
AHZF000014,20000108,faded,150.6459699,1.6004029,0.49000000953674316,18.93608942364687,COSMOS,0.0,127,122.558,0.791,0.845,0.6440527985403736,0.7109119838359872,0.8098099622948689,0.6440527985403736,false,0.07,0.076,0.2769471978237431,0.11119003406924775,0.21008801252812948,0.2769471978237431,false,0.14,0.079,false,43,39.607998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.027,0.027,0.973,0.973,37,36.475,0.235,0.239,0.735,0.731,0.029,0.03,34,33.475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,3.0,1.0,1.0,0.0,0.0,3,3.0,0.667,0.667,0.333,0.333,3,3.0
AHZF000022,20000206,faded,150.6918157,1.6229553,0.2919999957084656,19.36390976007234,COSMOS,2.0,184,172.275,0.772,0.838,0.8468147033215682,0.8393475477725938,0.8951891911954514,0.8380000055767596,true,0.14,0.159,0.1501852966523548,0.10181080877847155,0.1576524522013292,0.1589999943971634,false,0.088,0.0030,false,57,50.189,1.0,1.0,0.0,0.0,8,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.094,0.078,0.906,0.922,53,51.042,0.022,0.0,0.0,0.0,0.978,1.0,45,43.042,0.2,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.2,0.25,0.4,0.5,0.0,0.0,5,4.002,0.125,0.125,0.0,0.0,0.875,0.875,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,8,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
AHZF00002a,20000306,faded,150.6822028,1.6223403,0.7960000038146973,18.50317859867798,COSMOS,3.0,189,180.162,0.625,0.709,0.37614067031993126,,,0.7089999914169312,false,0.25,0.291,0.6238593296800687,,,0.29100000858306885,false,0.125,0.0,false,48,41.298,0.091,0.091,0.909,0.909,11,11.0,0.0,0.0,1.0,1.0,10,10.0,0.4,0.4,0.6,0.6,10,10.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,10,10.0,0.048,0.031,0.952,0.969,42,41.288,0.033,0.01,0.6,0.615,0.367,0.376,30,29.288,0.0,0.0,0.0,0.0,0.5,0.776,0.0,0.0,0.5,0.224,0.0,0.0,0.0,0.0,2,1.288,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,0.25,0.25,0.25,0.5,0.5,4,4.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,4,4.0,0.083,0.083,0.917,0.917,12,12.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1,1.0
AHZF00003h,20000400,faded,150.6720959,1.6081391,0.9739999771118164,20.958151961781986,COSMOS,0.0,269,263.535,0.473,0.491,0.13826200065619976,0.08607620680714367,0.21418415827882753,0.13826200065619976,false,0.382,0.41,0.762737999880242,0.6868158422576143,0.8149237937292981,0.762737999880242,false,0.145,0.099,false,55,51.235,0.0,0.0,1.0,1.0,17,17.0,0.222,0.222,0.778,0.778,18,18.0,0.765,0.765,0.235,0.235,17,17.0,0.833,0.833,0.111,0.111,0.0,0.0,0.056,0.056,18,18.0,0.17,0.173,0.83,0.827,47,46.15,0.385,0.364,0.577,0.596,0.038,0.04,26,25.15,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.5,0.125,0.125,0.125,0.125,0.125,0.125,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.357,0.357,0.5,0.5,0.143,0.143,14,14.0,0.5,0.5,0.357,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,14,14.0,0.19,0.19,0.81,0.81,21,21.0,0.0,0.0,1.0,1.0,3,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.75,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.333,0.333,0.667,0.667,3,3.0,0.667,0.667,0.333,0.333,3,3.0
